Dropout Rate,Run,Loss,Accuracy
0.1,1,1.0529168844223022,0.5949636101722717
0.1,2,1.0499894618988037,0.5949894189834595
0.1,3,1.0549561977386475,0.5942181348800659
0.1,4,1.046510934829712,0.5964512825012207
0.1,5,1.0484567880630493,0.596165657043457
0.11,1,1.0808875560760498,0.5797863602638245
0.11,2,1.0678811073303223,0.5875518321990967
0.11,3,1.0511014461517334,0.5970794558525085
0.11,4,1.059692621231079,0.5918963551521301
0.11,5,1.0682566165924072,0.5868985056877136
0.12,1,1.0693997144699097,0.5884506106376648
0.12,2,1.082856297492981,0.5832521319389343
0.12,3,1.070985198020935,0.5880265831947327
0.12,4,1.0744898319244385,0.5867118835449219
0.12,5,1.0742090940475464,0.5865185260772705
0.13,1,1.076704502105713,0.589201807975769
0.13,2,1.088560938835144,0.5771852135658264
0.13,3,1.0869547128677368,0.5814088582992554
0.13,4,1.0785763263702393,0.5847910642623901
0.13,5,1.085404872894287,0.5844866633415222
0.13999999999999999,1,1.1098036766052246,0.5711247324943542
0.13999999999999999,2,1.0967469215393066,0.5772780776023865
0.13999999999999999,3,1.0929919481277466,0.578846275806427
0.13999999999999999,4,1.101283311843872,0.5756216049194336
0.13999999999999999,5,1.103958010673523,0.5735680460929871
0.14999999999999997,1,1.1107560396194458,0.572196364402771
0.14999999999999997,2,1.108006238937378,0.5727980136871338
0.14999999999999997,3,1.1058379411697388,0.5740033388137817
0.14999999999999997,4,1.1123151779174805,0.5728818774223328
0.14999999999999997,5,1.1124240159988403,0.5735753774642944
0.15999999999999998,1,1.1172198057174683,0.568716287612915
0.15999999999999998,2,1.1171218156814575,0.5683084726333618
0.15999999999999998,3,1.1246864795684814,0.5660336017608643
0.15999999999999998,4,1.1211577653884888,0.5664587020874023
0.15999999999999998,5,1.1195894479751587,0.5678451657295227
0.16999999999999998,1,1.1352462768554688,0.5647900104522705
0.16999999999999998,2,1.1388795375823975,0.559893786907196
0.16999999999999998,3,1.1405261754989624,0.5593717098236084
0.16999999999999998,4,1.1367173194885254,0.5627037882804871
0.16999999999999998,5,1.1279581785202026,0.5662818551063538
0.17999999999999997,1,1.1552882194519043,0.5541664361953735
0.17999999999999997,2,1.144787073135376,0.5603189468383789
0.17999999999999997,3,1.1475263833999634,0.5606632232666016
0.17999999999999997,4,1.1581740379333496,0.5526862144470215
0.17999999999999997,5,1.149289608001709,0.5588536858558655
0.18999999999999995,1,1.1539536714553833,0.5565512776374817
0.18999999999999995,2,1.1608997583389282,0.5545218586921692
0.18999999999999995,3,1.1533294916152954,0.5560217499732971
0.18999999999999995,4,1.1382131576538086,0.5636716485023499
0.18999999999999995,5,1.156145453453064,0.5543199181556702
0.19999999999999996,1,1.1790434122085571,0.5447017550468445
0.19999999999999996,2,1.1660563945770264,0.5520977973937988
0.19999999999999996,3,1.1739826202392578,0.5498086214065552
0.19999999999999996,4,1.1726881265640259,0.5503297448158264
0.19999999999999996,5,1.1654667854309082,0.5524849891662598
0.20999999999999996,1,1.1778978109359741,0.5489422082901001
0.20999999999999996,2,1.1784605979919434,0.5479066371917725
0.20999999999999996,3,1.1802765130996704,0.5445814728736877
0.20999999999999996,4,1.182449460029602,0.5454068183898926
0.20999999999999996,5,1.1842583417892456,0.5451384782791138
0.21999999999999995,1,1.1871726512908936,0.541043758392334
0.21999999999999995,2,1.2014687061309814,0.5379379391670227
0.21999999999999995,3,1.1919447183609009,0.5420224666595459
0.21999999999999995,4,1.1892976760864258,0.5435048937797546
0.21999999999999995,5,1.1927342414855957,0.5416444540023804
0.22999999999999995,1,1.208876371383667,0.5339679718017578
0.22999999999999995,2,1.2026337385177612,0.5344516038894653
0.22999999999999995,3,1.20460045337677,0.5363149046897888
0.22999999999999995,4,1.2028179168701172,0.5349680781364441
0.22999999999999995,5,1.1981139183044434,0.5372549891471863
0.23999999999999994,1,1.2104041576385498,0.536726713180542
0.23999999999999994,2,1.2234282493591309,0.5312670469284058
0.23999999999999994,3,1.217437744140625,0.5358967185020447
0.23999999999999994,4,1.2146971225738525,0.5325552821159363
0.23999999999999994,5,1.220449447631836,0.5289267301559448
0.24999999999999992,1,1.2237000465393066,0.5325002670288086
0.24999999999999992,2,1.2347149848937988,0.5278931856155396
0.24999999999999992,3,1.2253367900848389,0.5300333499908447
0.24999999999999992,4,1.231465458869934,0.5255829691886902
0.24999999999999992,5,1.2337441444396973,0.5258018374443054
0.2599999999999999,1,1.2391915321350098,0.5260782837867737
0.2599999999999999,2,1.2317601442337036,0.5273251533508301
0.2599999999999999,3,1.2376348972320557,0.5274270176887512
0.2599999999999999,4,1.2371164560317993,0.525673508644104
0.2599999999999999,5,1.2367900609970093,0.5273314118385315
0.2699999999999999,1,1.2507832050323486,0.5192732810974121
0.2699999999999999,2,1.2479015588760376,0.520436704158783
0.2699999999999999,3,1.250952959060669,0.5192584991455078
0.2699999999999999,4,1.2443490028381348,0.5241563320159912
0.2699999999999999,5,1.2489604949951172,0.5218249559402466
0.2799999999999999,1,1.2563366889953613,0.5193951725959778
0.2799999999999999,2,1.25920569896698,0.5204350352287292
0.2799999999999999,3,1.2664622068405151,0.5167102813720703
0.2799999999999999,4,1.2706718444824219,0.5129237174987793
0.2799999999999999,5,1.257571816444397,0.5174145698547363
0.2899999999999999,1,1.2672234773635864,0.5134268403053284
0.2899999999999999,2,1.2698718309402466,0.5113769173622131
0.2899999999999999,3,1.2813318967819214,0.5101767778396606
0.2899999999999999,4,1.2737839221954346,0.5116984248161316
0.2899999999999999,5,1.2688709497451782,0.5137732028961182
0.29999999999999993,1,1.2863879203796387,0.5092468857765198
0.29999999999999993,2,1.2779462337493896,0.5118169188499451
0.29999999999999993,3,1.294694423675537,0.5025048851966858
0.29999999999999993,4,1.2838095426559448,0.5115530490875244
0.29999999999999993,5,1.2958101034164429,0.5038699507713318
